hotel_uid,review_uid,additional_scoring,flag_processed,flag_validated,negative_review,negative_review_words,positive_review,positive_review_words,reviewer_nationality,reviewer_reviews_count,reviewer_score
eec636a6-8b07-4ad9-8c0c-7acd72824104,67558e00-2b21-11b2-8080-808080808080,241,,, Was told that rooms would be ready at 2 returned to be told one room was ready about 2 30 other room wasn t ready until around 4,29, Room was lovely and so was hotel we had both rooms facing the effiel tower beautiful view at night Will Defo being returning to this hotel next time visiting paris,31, United Kingdom ,1,9.6
eec636a6-8b07-4ad9-8c0c-7acd72824104,65d79600-2b20-11b2-8080-808080808080,241,,, Nothing to fault Everything was suberb ,8, The hotel could have not been better very clean and brilliant location The reception staff went above and beyond to make our stay extra special Hamid and Victoria were both wonderful 5 service to them We will all definitely be coming back to the hotel xx,47, United Kingdom ,4,10.0
eec636a6-8b07-4ad9-8c0c-7acd72824104,3cb7cf00-2b03-11b2-8080-808080808080,241,,, this is not really a complaint more a request Being able to AirPrint or print from a mobile device would be an awesome addition ,26, This truly lived up to its rating amazing hotel,10, United States of America ,2,10.0
eec636a6-8b07-4ad9-8c0c-7acd72824104,6a3f8700-2aff-11b2-8080-808080808080,241,,,No Negative,0, Excellent hotel can t say nothing bad about it ,11, United Kingdom ,1,9.2
eec636a6-8b07-4ad9-8c0c-7acd72824104,9ac32f00-2afd-11b2-8080-808080808080,241,,, Being very close to the tower it also means it is far from most other major attractions ,19, 10 min walk to the Eiffel tower and on a Sunday morning there is a great farmers market pop up outside Also very close to two separate tube stations Rooms are very clean and modern with views of the top of the tower Staff are friendly and helpful ,50, United Kingdom ,1,8.8
eec636a6-8b07-4ad9-8c0c-7acd72824104,2a28d600-2af8-11b2-8080-808080808080,241,,, The Eiffel Tower view is inexisting,7,No Positive,0, Belgium ,33,5.8
eec636a6-8b07-4ad9-8c0c-7acd72824104,5336a600-2af1-11b2-8080-808080808080,241,,,No Negative,0, Excellent view lovely hotel Enjoyed our stay ,9, United Kingdom ,5,10.0
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,01b70700-2b43-11b2-8080-808080808080,338,,,No Negative,0, A room with a vieuw ,7, Belgium ,14,7.5
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,03524e00-2b23-11b2-8080-808080808080,338,,, On the expensive side the week we travelled,9, Good location to catch your boat and get your train,11, Canada ,2,7.9
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,68d38600-2b22-11b2-8080-808080808080,338,,, Nothing in particular,4, Location is too good very comfortable stay,8, United Arab Emirates ,1,9.6
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,c560ee00-2b1b-11b2-8080-808080808080,338,,, Our stay was perfect We can t think of anything that could have been better except the price was a bit steep for us Oh well the splurge was well worth it ,34, Our room s view of the busy harbor was to die for We spent an enjoyable afternoon simply watching the various boats and water traffic ,27, United States of America ,1,9.6
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,e3265700-2b0b-11b2-8080-808080808080,338,,,No Negative,0, Very good hotel Quiet and clean excellent service at a reasonable price,13, Syria ,5,10.0
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,7c272700-2b0b-11b2-8080-808080808080,338,,, The price of the breakfast is too high if you book a room without breakfast,16, The restaurant was closed during the day so we had a lunch in the bar Staff was very friendly and paid lots of attention to our daughter Thanks for the chocs ,33, Netherlands ,7,10.0
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,4131b700-2b06-11b2-8080-808080808080,338,,, On having a shower we discovered that the drain was blocked It took only 30 seconds or so for the water to start spilling into the bathroom It took 3 calls to reception before the drain was unblocked on our 2nd night a 5 minute job The king size bed was made of two separately made single beds butted up together with a gap in the middle The free internet had to reactivated after each 24 hour period The reactivation process was complicated and took too much time ,90, The view the location and the friendly staff The facilities provided such as a small fridge a kettle and a couch were great The provided breakfast offered a great selection of different good quality dishes Dinner was great as well Wait staff were efficient and friendly ,48, Australia ,16,8.3
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,a6b2ef00-2b05-11b2-8080-808080808080,338,,, It s biggest downside is the location It s 15 minute walk to the train station and longer to get in to the city centre Despite its distance I would book it again which is endorsement enough ,39, This hotels biggest asset is the size of the rooms Because it is outside the central cluster it can offer larger rooms for the same price as more central hotels Also because of its location there is no late night noise or trouble makers Staff were very pleasant TV had a wide selection of European channels I didn t use the restaurant or gym ,66, United Kingdom ,1,9.2
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,03405700-2aff-11b2-8080-808080808080,338,,, At reception upon checking in there were a lot of attempts made by the front desk to upsell us in terms of a different room breakfast all of which were ridiculously overpriced and terrible value for money at a time we were far too tired from the journey to want to have such discussions I understand what I paid for as the booking com website lays things out very clearly I don t want to have to rehash my decisions when checking in The location if you don t have business with the pier is extremely plain boring it s in a fine part of town but if you re travelling to Amsterdam just to see the city itself I wouldn t stay down this end this area feels like Amsterdam s loading docks ,136, We travelled to Amsterdam to meet with family who were docked at the pier so this was a really good location for that The room had everything we needed and was warm comfortable and clean The concierge helped us greatly with regard to navigating the city on the first day we ventured out and sold us tickets for the Van Gogh museum as well which we found extremely helpful ,71, United Kingdom ,1,7.1
1544d6c1-1ad8-4f29-96f1-37fc12360ac7,8b302600-2af4-11b2-8080-808080808080,338,,,No Negative,0, Fantastic hotel for a great rate We booked this at the last minute and the staff were more than happy to accomodate us only 30 minutes after booking Friendly staff clean and modern Would definitely stay here again ,40, New Zealand ,4,10.0
39a082d1-882b-4e84-82cb-0317dd55fada,f384a700-2b5b-11b2-8080-808080808080,101,,, Almost everything was bad Some staff were rude also ,11, Bathroom was big ,5, Saudi Arabia ,8,5.0
39a082d1-882b-4e84-82cb-0317dd55fada,acbcc600-2b2d-11b2-8080-808080808080,101,,,No Negative,0, Comfortable bed very clean and large room Very good location 5 minutes walk to metro station ,18, Turkey ,3,10.0
39a082d1-882b-4e84-82cb-0317dd55fada,6447a700-2afb-11b2-8080-808080808080,101,,, I booked a double bed and got twin beds on arrival when I asked to change they said that since we arrived late they gave all double beds to other guests They should really only sell double rooms until they run out and then offer only the twins they have left Also there were no tea coffee facilities on the room Very expensive breakfast and parking at 15 euro each Luckily there is a nice cafe to get breakfast nearby and free parking readily available across the street ,90, Fantastic value for money Very good location near metro L3 that takes you into Plaza Catalunya and also to the Barca Stadium We were able to park on the street just across from the hotel for free every night Lovely room looks newly renovated Great water pressure on the shower nice toiletries as well Very helpful staff they stored our luggage until the evening on our check out date Loved it will come back ,76, Ireland ,14,7.5
85e62611-522b-41af-af33-fe865581eb0b,7dabbe00-2b75-11b2-8080-808080808080,141,,, Nothing honestly ,4, Great location welcome air conditioning great breakfast selection ,10, United Kingdom ,9,7.5
85e62611-522b-41af-af33-fe865581eb0b,6d421600-2b6a-11b2-8080-808080808080,141,,, Doors from other rooms banging all night,8, Hamburger chips delishious ,5, Ireland ,2,8.8
85e62611-522b-41af-af33-fe865581eb0b,c300ff00-2b5d-11b2-8080-808080808080,141,,, The area around Republique felt quite poor there was lots of homelessness soup kitchen and demonstrations in the square and we were only there for 1 night 2 days,30, Lovely comfy beds esp liked the This Works sleep spray Staff were friendly and great recommendation for dinner on Saturday night from the concierge ,26, United Kingdom ,1,9.6
85e62611-522b-41af-af33-fe865581eb0b,0c28cf00-2b4a-11b2-8080-808080808080,141,,, They should provide more shower items since I need to be requesting for shampoo shower gel conditioner and body lotion It was only one available in a tiny tube ,31, The location and the rooms are amazing ,9, Netherlands ,11,10.0
85e62611-522b-41af-af33-fe865581eb0b,f51fee00-2b3b-11b2-8080-808080808080,141,,, Air conditioning not working correctly,6, Location and club access,5, United Kingdom ,2,7.1
85e62611-522b-41af-af33-fe865581eb0b,821f0700-2b0f-11b2-8080-808080808080,141,,, We had a superb breakfast but one of the waitress was very rude my boyfriend haven t finish he s coffe and food and she just came very aggresive to our table and took he s coffe cup and plate and we over heard she spoked rude to a old customer We stayed only one night and that was okay because we had a very small room with the small bed not very comfortable We was at two and we get only one bathrobe ,86, Close to the metro station clean room superb breakfast breakfast the only one male waiter was super kind Fitness room was clean and nice I give a extra point for a jar of lemon water mint water We will be back for our next visit to Paris ,49, Luxembourg ,5,7.9
85e62611-522b-41af-af33-fe865581eb0b,89b22e00-2af3-11b2-8080-808080808080,141,,, Finishing details in room not perfect ,8, Location Good accommodation Friendly helpful staff ,8, United Arab Emirates ,3,8.3
85e62611-522b-41af-af33-fe865581eb0b,56329600-2af3-11b2-8080-808080808080,141,,, Air Conditioning was ineffective Thankfully not essential during late September A 0 25cl bottle of water should cost EU6 90 ,22, Great location friendly and professional front of house staff Comfortable and clean room ,15, United Kingdom ,1,7.5
72fc8b31-d537-4cd5-a649-83afffae5e97,3257fe00-2b20-11b2-8080-808080808080,27,,, Couldn t understand why the room s window was locked and we had to call someone every time to get some fresh air,24, Good location 3mins walk from Passieg de Gracia 7mins walk from Placa De Catalunya 25mins walk from Barceloneta good sized clean room very comfortable bed very friendly polite staff,30, United Kingdom ,12,8.8
72fc8b31-d537-4cd5-a649-83afffae5e97,f2e8a600-2b17-11b2-8080-808080808080,27,,, The positioof the breakfast room was off putting ,10, The beds were the most comfortable I have had in an hotel room You can open the windows Showers were great ,23, United Kingdom ,6,8.8
227cd460-7f30-4f9c-9114-c70450843702,0f24bf00-2b4c-11b2-8080-808080808080,163,,, There was a foul gutter smell at the entrance of our suite Inspite of telling them repeatedly it was not solved I think its a major issue they need to look into ,34, The staff were very helpful As it is a boutique hotel it has a nice homely feel to it and the personal touch was there The location is superb as you are right in the middle of everything and yet away enough from the madness ,47, United Arab Emirates ,8,9.5
0a5220dc-e825-4b68-814a-e18abcc8951c,07cc3600-2b26-11b2-8080-808080808080,26,,, Desk staff,3, Location,2, Switzerland ,12,7.1
50e01351-8f3d-413b-8be7-de309622a7a6,5905df00-2b5b-11b2-8080-808080808080,37,,,No Negative,0, The staff are super nice and friendly they really make you feel at home A special mention for Mr Said please keep up the good work and all the best for the future to the gentleman of the night shift who organized for my breakfast at 0600am in the morning this was really appreciated In fact a very big thank you to you all and BRAVO you make a good team ,73, Seychelles ,1,9.6
50e01351-8f3d-413b-8be7-de309622a7a6,5e61be00-2b1b-11b2-8080-808080808080,37,,, Pity that Paris was cool and wet ,9, Great central location decent sized room and pretty good value for a 4 star in Paris Staff were extremely friendly and helpful and English is spoken ,28, United Kingdom ,10,9.6
50e01351-8f3d-413b-8be7-de309622a7a6,519b5f00-2b11-11b2-8080-808080808080,37,,, Nothing,2, Location outstanding Hotel rooms big clean well equipped Julian his team are fantastic I have stayed in many hotels around the world this team are by far the best Nothing too much trouble always great advise,37, United Kingdom ,9,10.0
50e01351-8f3d-413b-8be7-de309622a7a6,7ac67e00-2ae9-11b2-8080-808080808080,37,,,No Negative,0, The helpfulness of staff and the location,8, Australia ,1,8.3
49f8600a-93fa-4d55-94d7-bacce4f6d87b,47303600-2b73-11b2-8080-808080808080,50,,, Not fresh carpet in the room and no side table missing full figure mirror,15, Very good serviceminded staff,5, Sweden ,12,8.3
49f8600a-93fa-4d55-94d7-bacce4f6d87b,ab337600-2b71-11b2-8080-808080808080,50,,,No Negative,0, Staff were great,4, United States of America ,2,10.0
49f8600a-93fa-4d55-94d7-bacce4f6d87b,4a1a2f00-2b51-11b2-8080-808080808080,50,,,No Negative,0, Beautiful hotel great location sanjay,6, Israel ,2,10.0
49f8600a-93fa-4d55-94d7-bacce4f6d87b,90635e00-2b1a-11b2-8080-808080808080,50,,, The hotel was under renovation but the staff were very kind and located us in the first floor ,20, Location an the staff ,6, Brazil ,92,8.8
e3199399-7b26-47b4-9a7d-1f1e3e452084,f999d600-2b3e-11b2-8080-808080808080,74,,, very pricey for an old hotel,7, good location with transport links all around,8, United Kingdom ,8,6.7
8257ff03-1ed7-4fe2-90ee-8d21f72b0cfa,1fabb600-2b36-11b2-8080-808080808080,109,,, Worst beds ever Really noisy and rolled around the room every time you turn over Hotel was really nice but this ruined it for us,26, Really nice rooms nice design and very well thought out,11, United Kingdom ,25,6.7
8257ff03-1ed7-4fe2-90ee-8d21f72b0cfa,0f420e00-2b2b-11b2-8080-808080808080,109,,, Loud on 1 or 2 nights from the park outside but given that it was a football showing on The room service menu was more for light eating ,30, Easy to travel around 5 minutes to the metro and taxi stand right outside Near a nice mall to do some shopping and quick bites Really good breakfast good wide choice and good quality food Helpful staff Clean and decent sized rooms ,44, Germany ,1,9.6
